WK_STRT_DATE,CUST_NUM,DSCNT_NUM,MIXNMTCH_DSCNT_NUM,WFC_DGS1_OFR_NUM,PPC_COUP_SCAN_QTY,MIX_COUP_SCAN_QTY,DGS1_COUP_SCAN_QTY
2018-04-01,391,725923,0,0,4,0,0
2018-04-01,391,725923,0,0,4,0,0
2018-04-01,425,725923,0,0,1,0,0
2018-04-01,425,725923,0,0,1,0,0
2018-04-01,425,725923,0,0,1,0,0
2018-04-01,425,725923,0,0,1,0,0
2018-04-01,426,725923,0,0,2,0,0
2018-04-01,426,725923,0,0,2,0,0
2018-04-01,426,725923,0,0,2,0,0
2018-04-01,426,725923,0,0,2,0,0
2018-04-01,434,725923,0,0,5,0,0
2018-04-01,434,725923,0,0,5,0,0
2018-04-01,434,725923,0,0,5,0,0
2018-04-01,435,725923,0,0,7,0,0
2018-04-01,435,725923,0,0,7,0,0
2018-04-01,435,725923,0,0,7,0,0
2018-04-01,436,725923,0,0,3,0,0
2018-04-01,436,725923,0,0,3,0,0
2018-04-01,436,725923,0,0,3,0,0
2018-04-01,436,725923,0,0,3,0,0
2018-04-01,438,725923,0,0,5,0,0
2018-04-01,438,725923,0,0,5,0,0
2018-04-01,438,725923,0,0,5,0,0
2018-04-01,441,725923,0,0,3,0,0
2018-04-01,441,725923,0,0,3,0,0
2018-04-01,441,725923,0,0,3,0,0
2018-04-01,441,725923,0,0,3,0,0
2018-04-01,447,725923,0,0,6,0,0
2018-04-01,447,725923,0,0,6,0,0
2018-04-01,447,725923,0,0,6,0,0
2018-04-01,451,725923,0,0,9,0,0
2018-04-01,451,725923,0,0,9,0,0
2018-04-01,466,725923,0,0,7,0,0
2018-04-01,466,725923,0,0,7,0,0
2018-04-01,466,725923,0,0,7,0,0
2018-04-01,466,725923,0,0,7,0,0
2018-04-01,479,725923,0,0,1,0,0
2018-04-01,479,725923,0,0,1,0,0
2018-04-01,479,725923,0,0,1,0,0
2018-04-01,479,725923,0,0,1,0,0
2018-04-01,502,725923,0,0,1,0,0
2018-04-01,502,725923,0,0,1,0,0
2018-04-01,502,725923,0,0,1,0,0
2018-04-01,503,725923,0,0,1,0,0
2018-04-01,503,725923,0,0,1,0,0
2018-04-01,503,725923,0,0,1,0,0
2018-04-01,503,725923,0,0,1,0,0
2018-04-01,509,725923,0,0,5,0,0
2018-04-01,509,725923,0,0,5,0,0
2018-04-01,509,725923,0,0,5,0,0
2018-04-01,510,725923,0,0,3,0,0
2018-04-01,510,725923,0,0,3,0,0
2018-04-01,510,725923,0,0,3,0,0
2018-04-01,510,725923,0,0,3,0,0
2018-04-01,518,725923,0,0,5,0,0
2018-04-01,518,725923,0,0,5,0,0
2018-04-01,518,725923,0,0,5,0,0
2018-04-01,518,725923,0,0,5,0,0
2018-04-01,537,725923,0,0,4,0,0
2018-04-01,537,725923,0,0,4,0,0
2018-04-01,542,725923,0,0,2,0,0
2018-04-01,542,725923,0,0,2,0,0
2018-04-01,542,725923,0,0,2,0,0
2018-04-01,542,725923,0,0,2,0,0
2018-04-01,545,725923,0,0,6,0,0
2018-04-01,545,725923,0,0,6,0,0
2018-04-01,545,725923,0,0,6,0,0
2018-04-01,545,725923,0,0,6,0,0
2018-04-01,546,725923,0,0,8,0,0
2018-04-01,546,725923,0,0,8,0,0
2018-04-01,546,725923,0,0,8,0,0
2018-04-01,546,725923,0,0,8,0,0
2018-04-01,548,725923,0,0,2,0,0
2018-04-01,558,725923,0,0,5,0,0
2018-04-01,558,725923,0,0,5,0,0
2018-04-01,558,725923,0,0,5,0,0
2018-04-01,562,725923,0,0,4,0,0
2018-04-01,562,725923,0,0,4,0,0
2018-04-01,562,725923,0,0,4,0,0
2018-04-01,562,725923,0,0,4,0,0
2018-04-01,577,725923,0,0,6,0,0
2018-04-01,577,725923,0,0,6,0,0
2018-04-01,577,725923,0,0,6,0,0
2018-04-01,577,725923,0,0,6,0,0
2018-04-01,611,725923,0,0,3,0,0
2018-04-01,611,725923,0,0,3,0,0
2018-04-01,611,725923,0,0,3,0,0
2018-04-01,613,725923,0,0,2,0,0
2018-04-01,617,725923,0,0,11,0,0
2018-04-01,618,725923,0,0,4,0,0
2018-04-01,618,725923,0,0,4,0,0
2018-04-01,618,725923,0,0,4,0,0
2018-04-01,618,725923,0,0,4,0,0
2018-04-01,619,725923,0,0,3,0,0
2018-04-01,619,725923,0,0,3,0,0
2018-04-01,619,725923,0,0,3,0,0
2018-04-01,619,725923,0,0,3,0,0
2018-04-01,620,725923,0,0,2,0,0
2018-04-01,620,725923,0,0,2,0,0
2018-04-01,620,725923,0,0,2,0,0
2018-04-01,620,725923,0,0,2,0,0
2018-04-01,629,725923,0,0,4,0,0
2018-04-01,629,725923,0,0,4,0,0
2018-04-01,629,725923,0,0,4,0,0
2018-04-01,635,725923,0,0,8,0,0
2018-04-01,636,725923,0,0,4,0,0
2018-04-01,636,725923,0,0,4,0,0
2018-04-01,636,725923,0,0,4,0,0
2018-04-01,636,725923,0,0,4,0,0
2018-04-01,637,725923,0,0,2,0,0
2018-04-01,644,725923,0,0,3,0,0
2018-04-01,644,725923,0,0,3,0,0
2018-04-01,644,725923,0,0,3,0,0
2018-04-01,644,725923,0,0,3,0,0
2018-04-01,649,725923,0,0,3,0,0
2018-04-01,649,725923,0,0,3,0,0
2018-04-01,649,725923,0,0,3,0,0
2018-04-01,649,725923,0,0,3,0,0
2018-04-01,650,725923,0,0,2,0,0
2018-04-01,650,725923,0,0,2,0,0
2018-04-01,653,725923,0,0,6,0,0
2018-04-01,653,725923,0,0,6,0,0
2018-04-01,656,725923,0,0,2,0,0
2018-04-01,656,725923,0,0,2,0,0
2018-04-01,656,725923,0,0,2,0,0
2018-04-01,656,725923,0,0,2,0,0
2018-04-01,657,725923,0,0,9,0,0
2018-04-01,657,725923,0,0,9,0,0
2018-04-01,657,725923,0,0,9,0,0
2018-04-01,657,725923,0,0,9,0,0
2018-04-01,659,725923,0,0,3,0,0
2018-04-01,659,725923,0,0,3,0,0
2018-04-01,659,725923,0,0,3,0,0
2018-04-01,661,725923,0,0,6,0,0
2018-04-01,661,725923,0,0,6,0,0
2018-04-01,661,725923,0,0,6,0,0
2018-04-01,661,725923,0,0,6,0,0
2018-04-01,665,725923,0,0,16,0,0
2018-04-01,665,725923,0,0,16,0,0
2018-04-01,665,725923,0,0,16,0,0
2018-04-01,665,725923,0,0,16,0,0
2018-04-01,669,725923,0,0,10,0,0
2018-04-01,669,725923,0,0,10,0,0
2018-04-01,669,725923,0,0,10,0,0
2018-04-01,669,725923,0,0,10,0,0
2018-04-01,679,725923,0,0,3,0,0
2018-04-01,679,725923,0,0,3,0,0
2018-04-01,679,725923,0,0,3,0,0
2018-04-01,679,725923,0,0,3,0,0
2018-04-01,690,725923,0,0,3,0,0
2018-04-01,690,725923,0,0,3,0,0
2018-04-01,690,725923,0,0,3,0,0
2018-04-01,690,725923,0,0,3,0,0
2018-04-01,724,725923,0,0,4,0,0
2018-04-01,724,725923,0,0,4,0,0
2018-04-01,724,725923,0,0,4,0,0
2018-04-01,726,725923,0,0,4,0,0
2018-04-01,726,725923,0,0,4,0,0
2018-04-01,726,725923,0,0,4,0,0
2018-04-01,726,725923,0,0,4,0,0
2018-04-01,728,725923,0,0,5,0,0
2018-04-01,728,725923,0,0,5,0,0
2018-04-01,728,725923,0,0,5,0,0
2018-04-01,728,725923,0,0,5,0,0
2018-04-01,734,725923,0,0,8,0,0
2018-04-01,734,725923,0,0,8,0,0
2018-04-01,734,725923,0,0,8,0,0
2018-04-01,739,725923,0,0,6,0,0
2018-04-01,739,725923,0,0,6,0,0
2018-04-01,739,725923,0,0,6,0,0
2018-04-01,744,725923,0,0,6,0,0
2018-04-01,744,725923,0,0,6,0,0
2018-04-01,744,725923,0,0,6,0,0
2018-04-01,744,725923,0,0,6,0,0
2018-04-01,753,725923,0,0,5,0,0
2018-04-01,753,725923,0,0,5,0,0
2018-04-01,753,725923,0,0,5,0,0
2018-04-01,753,725923,0,0,5,0,0
2018-04-01,760,725923,0,0,4,0,0
2018-04-01,760,725923,0,0,4,0,0
2018-04-01,760,725923,0,0,4,0,0
2018-04-01,762,725923,0,0,8,0,0
2018-04-01,762,725923,0,0,8,0,0
2018-04-01,762,725923,0,0,8,0,0
2018-04-01,766,725923,0,0,3,0,0
2018-04-01,766,725923,0,0,3,0,0
2018-04-01,766,725923,0,0,3,0,0
2018-04-01,767,725923,0,0,5,0,0
2018-04-01,767,725923,0,0,5,0,0
2018-04-01,767,725923,0,0,5,0,0
2018-04-01,770,725923,0,0,6,0,0
2018-04-01,772,725923,0,0,8,0,0
2018-04-01,772,725923,0,0,8,0,0
2018-04-01,772,725923,0,0,8,0,0
2018-04-01,772,725923,0,0,8,0,0
2018-04-01,774,725923,0,0,1,0,0
2018-04-01,774,725923,0,0,1,0,0
2018-04-01,774,725923,0,0,1,0,0
2018-04-01,774,725923,0,0,1,0,0
2018-04-01,776,725923,0,0,3,0,0
2018-04-01,776,725923,0,0,3,0,0
2018-04-01,776,725923,0,0,3,0,0
2018-04-01,776,725923,0,0,3,0,0
2018-04-01,672,796707,0,0,8,0,0
2018-04-01,327,809839,0,0,27,0,0
2018-04-01,327,809839,0,0,27,0,0
2018-04-01,327,809839,0,0,27,0,0
2018-04-01,327,809839,0,0,27,0,0
2018-04-01,327,809839,0,0,27,0,0
2018-04-01,329,809839,0,0,16,0,0
2018-04-01,329,809839,0,0,16,0,0
2018-04-01,329,809839,0,0,16,0,0
2018-04-01,329,809839,0,0,16,0,0
2018-04-01,329,809839,0,0,16,0,0
2018-04-01,331,809839,0,0,8,0,0
2018-04-01,331,809839,0,0,8,0,0
2018-04-01,331,809839,0,0,8,0,0
2018-04-01,331,809839,0,0,8,0,0
2018-04-01,331,809839,0,0,8,0,0
2018-04-01,332,809839,0,0,17,0,0
2018-04-01,332,809839,0,0,17,0,0
2018-04-01,332,809839,0,0,17,0,0
2018-04-01,332,809839,0,0,17,0,0
2018-04-01,332,809839,0,0,17,0,0
2018-04-01,333,809839,0,0,9,0,0
2018-04-01,333,809839,0,0,9,0,0
2018-04-01,333,809839,0,0,9,0,0
2018-04-01,333,809839,0,0,9,0,0
2018-04-01,333,809839,0,0,9,0,0
2018-04-01,335,809839,0,0,14,0,0
2018-04-01,335,809839,0,0,14,0,0
2018-04-01,335,809839,0,0,14,0,0
2018-04-01,335,809839,0,0,14,0,0
2018-04-01,335,809839,0,0,14,0,0
2018-04-01,340,809839,0,0,15,0,0
2018-04-01,340,809839,0,0,15,0,0
2018-04-01,340,809839,0,0,15,0,0
2018-04-01,340,809839,0,0,15,0,0
2018-04-01,340,809839,0,0,15,0,0
2018-04-01,341,809839,0,0,1,0,0
2018-04-01,341,809839,0,0,1,0,0
2018-04-01,341,809839,0,0,1,0,0
2018-04-01,341,809839,0,0,1,0,0
2018-04-01,341,809839,0,0,1,0,0
2018-04-01,342,809839,0,0,7,0,0
2018-04-01,342,809839,0,0,7,0,0
2018-04-01,342,809839,0,0,7,0,0
2018-04-01,342,809839,0,0,7,0,0
2018-04-01,342,809839,0,0,7,0,0
2018-04-01,343,809839,0,0,5,0,0
2018-04-01,343,809839,0,0,5,0,0
2018-04-01,343,809839,0,0,5,0,0
2018-04-01,343,809839,0,0,5,0,0
2018-04-01,343,809839,0,0,5,0,0
2018-04-01,348,809839,0,0,9,0,0
2018-04-01,348,809839,0,0,9,0,0
2018-04-01,348,809839,0,0,9,0,0
2018-04-01,348,809839,0,0,9,0,0
2018-04-01,348,809839,0,0,9,0,0
2018-04-01,352,809839,0,0,7,0,0
2018-04-01,352,809839,0,0,7,0,0
2018-04-01,352,809839,0,0,7,0,0
2018-04-01,352,809839,0,0,7,0,0
2018-04-01,353,809839,0,0,26,0,0
2018-04-01,353,809839,0,0,26,0,0
2018-04-01,353,809839,0,0,26,0,0
2018-04-01,353,809839,0,0,26,0,0
2018-04-01,353,809839,0,0,26,0,0
2018-04-01,356,809839,0,0,20,0,0
2018-04-01,356,809839,0,0,20,0,0
2018-04-01,356,809839,0,0,20,0,0
2018-04-01,356,809839,0,0,20,0,0
2018-04-01,356,809839,0,0,20,0,0
2018-04-01,358,809839,0,0,18,0,0
2018-04-01,358,809839,0,0,18,0,0
2018-04-01,358,809839,0,0,18,0,0
2018-04-01,358,809839,0,0,18,0,0
2018-04-01,358,809839,0,0,18,0,0
2018-04-01,361,809839,0,0,4,0,0
2018-04-01,361,809839,0,0,4,0,0
2018-04-01,361,809839,0,0,4,0,0
2018-04-01,361,809839,0,0,4,0,0
2018-04-01,361,809839,0,0,4,0,0
2018-04-01,373,809839,0,0,17,0,0
2018-04-01,373,809839,0,0,17,0,0
2018-04-01,373,809839,0,0,17,0,0
2018-04-01,373,809839,0,0,17,0,0
2018-04-01,373,809839,0,0,17,0,0
2018-04-01,375,809839,0,0,9,0,0
2018-04-01,375,809839,0,0,9,0,0
2018-04-01,375,809839,0,0,9,0,0
2018-04-01,375,809839,0,0,9,0,0
2018-04-01,378,809839,0,0,32,0,0
2018-04-01,378,809839,0,0,32,0,0
2018-04-01,378,809839,0,0,32,0,0
2018-04-01,378,809839,0,0,32,0,0
2018-04-01,378,809839,0,0,32,0,0
2018-04-01,381,809839,0,0,13,0,0
2018-04-01,381,809839,0,0,13,0,0
2018-04-01,381,809839,0,0,13,0,0
2018-04-01,381,809839,0,0,13,0,0
2018-04-01,384,809839,0,0,19,0,0
2018-04-01,384,809839,0,0,19,0,0
2018-04-01,384,809839,0,0,19,0,0
2018-04-01,384,809839,0,0,19,0,0
2018-04-01,384,809839,0,0,19,0,0
2018-04-01,386,809839,0,0,28,0,0
2018-04-01,386,809839,0,0,28,0,0
2018-04-01,386,809839,0,0,28,0,0
2018-04-01,386,809839,0,0,28,0,0
2018-04-01,386,809839,0,0,28,0,0
2018-04-01,391,809839,0,0,11,0,0
2018-04-01,391,809839,0,0,11,0,0
2018-04-01,391,809839,0,0,11,0,0
2018-04-01,391,809839,0,0,11,0,0
2018-04-01,425,809839,0,0,15,0,0
2018-04-01,425,809839,0,0,15,0,0
2018-04-01,425,809839,0,0,15,0,0
2018-04-01,425,809839,0,0,15,0,0
2018-04-01,425,809839,0,0,15,0,0
2018-04-01,426,809839,0,0,8,0,0
2018-04-01,426,809839,0,0,8,0,0
2018-04-01,426,809839,0,0,8,0,0
2018-04-01,426,809839,0,0,8,0,0
2018-04-01,426,809839,0,0,8,0,0
2018-04-01,434,809839,0,0,20,0,0
2018-04-01,434,809839,0,0,20,0,0
2018-04-01,434,809839,0,0,20,0,0
2018-04-01,434,809839,0,0,20,0,0
2018-04-01,434,809839,0,0,20,0,0
2018-04-01,435,809839,0,0,11,0,0
2018-04-01,435,809839,0,0,11,0,0
2018-04-01,435,809839,0,0,11,0,0
2018-04-01,435,809839,0,0,11,0,0
2018-04-01,435,809839,0,0,11,0,0
2018-04-01,436,809839,0,0,10,0,0
2018-04-01,436,809839,0,0,10,0,0
2018-04-01,436,809839,0,0,10,0,0
2018-04-01,436,809839,0,0,10,0,0
2018-04-01,436,809839,0,0,10,0,0
2018-04-01,437,809839,0,0,14,0,0
2018-04-01,437,809839,0,0,14,0,0
2018-04-01,437,809839,0,0,14,0,0
2018-04-01,437,809839,0,0,14,0,0
2018-04-01,437,809839,0,0,14,0,0
2018-04-01,438,809839,0,0,11,0,0
2018-04-01,438,809839,0,0,11,0,0
2018-04-01,438,809839,0,0,11,0,0
2018-04-01,438,809839,0,0,11,0,0
2018-04-01,438,809839,0,0,11,0,0
2018-04-01,441,809839,0,0,18,0,0
2018-04-01,441,809839,0,0,18,0,0
2018-04-01,441,809839,0,0,18,0,0
2018-04-01,441,809839,0,0,18,0,0
2018-04-01,441,809839,0,0,18,0,0
2018-04-01,447,809839,0,0,16,0,0
2018-04-01,447,809839,0,0,16,0,0
2018-04-01,447,809839,0,0,16,0,0
2018-04-01,447,809839,0,0,16,0,0
2018-04-01,451,809839,0,0,12,0,0
2018-04-01,451,809839,0,0,12,0,0
2018-04-01,451,809839,0,0,12,0,0
2018-04-01,451,809839,0,0,12,0,0
2018-04-01,451,809839,0,0,12,0,0
2018-04-01,466,809839,0,0,13,0,0
2018-04-01,466,809839,0,0,13,0,0
2018-04-01,466,809839,0,0,13,0,0
2018-04-01,466,809839,0,0,13,0,0
2018-04-01,466,809839,0,0,13,0,0
2018-04-01,479,809839,0,0,12,0,0
2018-04-01,479,809839,0,0,12,0,0
2018-04-01,479,809839,0,0,12,0,0
2018-04-01,479,809839,0,0,12,0,0
2018-04-01,479,809839,0,0,12,0,0
2018-04-01,501,809839,0,0,6,0,0
2018-04-01,501,809839,0,0,6,0,0
2018-04-01,501,809839,0,0,6,0,0
2018-04-01,501,809839,0,0,6,0,0
2018-04-01,501,809839,0,0,6,0,0
2018-04-01,502,809839,0,0,3,0,0
2018-04-01,502,809839,0,0,3,0,0
2018-04-01,502,809839,0,0,3,0,0
2018-04-01,502,809839,0,0,3,0,0
2018-04-01,503,809839,0,0,12,0,0
2018-04-01,503,809839,0,0,12,0,0
2018-04-01,503,809839,0,0,12,0,0
2018-04-01,503,809839,0,0,12,0,0
2018-04-01,503,809839,0,0,12,0,0
2018-04-01,506,809839,0,0,3,0,0
2018-04-01,506,809839,0,0,3,0,0
2018-04-01,506,809839,0,0,3,0,0
2018-04-01,506,809839,0,0,3,0,0
2018-04-01,506,809839,0,0,3,0,0
2018-04-01,509,809839,0,0,16,0,0
2018-04-01,509,809839,0,0,16,0,0
2018-04-01,509,809839,0,0,16,0,0
2018-04-01,509,809839,0,0,16,0,0
2018-04-01,509,809839,0,0,16,0,0
2018-04-01,510,809839,0,0,14,0,0
2018-04-01,510,809839,0,0,14,0,0
2018-04-01,510,809839,0,0,14,0,0
2018-04-01,510,809839,0,0,14,0,0
2018-04-01,510,809839,0,0,14,0,0
2018-04-01,513,809839,0,0,10,0,0
2018-04-01,513,809839,0,0,10,0,0
2018-04-01,513,809839,0,0,10,0,0
2018-04-01,513,809839,0,0,10,0,0
2018-04-01,513,809839,0,0,10,0,0
2018-04-01,518,809839,0,0,17,0,0
2018-04-01,518,809839,0,0,17,0,0
2018-04-01,518,809839,0,0,17,0,0
2018-04-01,518,809839,0,0,17,0,0
2018-04-01,518,809839,0,0,17,0,0
2018-04-01,530,809839,0,0,5,0,0
2018-04-01,530,809839,0,0,5,0,0
2018-04-01,530,809839,0,0,5,0,0
2018-04-01,530,809839,0,0,5,0,0
2018-04-01,530,809839,0,0,5,0,0
2018-04-01,537,809839,0,0,10,0,0
2018-04-01,537,809839,0,0,10,0,0
2018-04-01,537,809839,0,0,10,0,0
2018-04-01,537,809839,0,0,10,0,0
2018-04-01,542,809839,0,0,8,0,0
2018-04-01,542,809839,0,0,8,0,0
2018-04-01,542,809839,0,0,8,0,0
2018-04-01,542,809839,0,0,8,0,0
2018-04-01,542,809839,0,0,8,0,0
2018-04-01,545,809839,0,0,20,0,0
2018-04-01,545,809839,0,0,20,0,0
2018-04-01,545,809839,0,0,20,0,0
2018-04-01,545,809839,0,0,20,0,0
2018-04-01,545,809839,0,0,20,0,0
2018-04-01,546,809839,0,0,11,0,0
2018-04-01,546,809839,0,0,11,0,0
2018-04-01,546,809839,0,0,11,0,0
2018-04-01,546,809839,0,0,11,0,0
2018-04-01,546,809839,0,0,11,0,0
2018-04-01,547,809839,0,0,25,0,0
2018-04-01,547,809839,0,0,25,0,0
2018-04-01,547,809839,0,0,25,0,0
2018-04-01,547,809839,0,0,25,0,0
2018-04-01,547,809839,0,0,25,0,0
2018-04-01,548,809839,0,0,25,0,0
2018-04-01,548,809839,0,0,25,0,0
2018-04-01,548,809839,0,0,25,0,0
2018-04-01,548,809839,0,0,25,0,0
2018-04-01,548,809839,0,0,25,0,0
2018-04-01,558,809839,0,0,17,0,0
2018-04-01,558,809839,0,0,17,0,0
2018-04-01,558,809839,0,0,17,0,0
2018-04-01,558,809839,0,0,17,0,0
2018-04-01,558,809839,0,0,17,0,0
2018-04-01,562,809839,0,0,20,0,0
2018-04-01,562,809839,0,0,20,0,0
2018-04-01,562,809839,0,0,20,0,0
2018-04-01,562,809839,0,0,20,0,0
2018-04-01,562,809839,0,0,20,0,0
2018-04-01,577,809839,0,0,12,0,0
2018-04-01,577,809839,0,0,12,0,0
2018-04-01,577,809839,0,0,12,0,0
2018-04-01,577,809839,0,0,12,0,0
2018-04-01,577,809839,0,0,12,0,0
2018-04-01,611,809839,0,0,14,0,0
2018-04-01,611,809839,0,0,14,0,0
2018-04-01,611,809839,0,0,14,0,0
2018-04-01,611,809839,0,0,14,0,0
2018-04-01,611,809839,0,0,14,0,0
2018-04-01,613,809839,0,0,15,0,0
2018-04-01,613,809839,0,0,15,0,0
2018-04-01,613,809839,0,0,15,0,0
2018-04-01,616,809839,0,0,11,0,0
2018-04-01,616,809839,0,0,11,0,0
2018-04-01,616,809839,0,0,11,0,0
2018-04-01,616,809839,0,0,11,0,0
2018-04-01,616,809839,0,0,11,0,0
2018-04-01,617,809839,0,0,12,0,0
2018-04-01,617,809839,0,0,12,0,0
2018-04-01,617,809839,0,0,12,0,0
2018-04-01,617,809839,0,0,12,0,0
2018-04-01,618,809839,0,0,9,0,0
2018-04-01,618,809839,0,0,9,0,0
2018-04-01,618,809839,0,0,9,0,0
2018-04-01,618,809839,0,0,9,0,0
2018-04-01,618,809839,0,0,9,0,0
2018-04-01,619,809839,0,0,20,0,0
2018-04-01,619,809839,0,0,20,0,0
2018-04-01,619,809839,0,0,20,0,0
2018-04-01,619,809839,0,0,20,0,0
2018-04-01,619,809839,0,0,20,0,0
2018-04-01,620,809839,0,0,6,0,0
2018-04-01,620,809839,0,0,6,0,0
2018-04-01,620,809839,0,0,6,0,0
2018-04-01,620,809839,0,0,6,0,0
2018-04-01,620,809839,0,0,6,0,0
2018-04-01,629,809839,0,0,20,0,0
2018-04-01,629,809839,0,0,20,0,0
2018-04-01,629,809839,0,0,20,0,0
2018-04-01,629,809839,0,0,20,0,0
2018-04-01,629,809839,0,0,20,0,0
2018-04-01,633,809839,0,0,14,0,0
2018-04-01,633,809839,0,0,14,0,0
2018-04-01,633,809839,0,0,14,0,0
2018-04-01,633,809839,0,0,14,0,0
2018-04-01,633,809839,0,0,14,0,0
